# Avida Dominant Data
# Fri Jun 24 16:15:49 2011
#  1: Update
#  2: Average Merit of the Dominant Genotype
#  3: Average Gestation Time of the Dominant Genotype
#  4: Average Fitness of the Dominant Genotype
#  5: Repro Rate?
#  6: Size of Dominant Genotype
#  7: Copied Size of Dominant Genotype
#  8: Executed Size of Dominant Genotype
#  9: Abundance of Dominant Genotype
# 10: Number of Births
# 11: Number of Dominant Breed True?
# 12: Dominant Gene Depth
# 13: Dominant Breed In
# 14: Max Fitness?
# 15: Genotype ID of Dominant Genotype
# 16: Name of the Dominant Genotype

0 0 0 0 0 100 0 0 1 0 0 0 0 0 1 100-aaaaa 
100 97 389 0.249357 0.00257069 100 100 97 43 0 0 0 0 0.25 1 100-aaaaa 
200 97 389 0.249357 0.00257069 100 100 97 107 0 0 0 0 0.251948 1 100-aaaaa 
300 97 389 0.249357 0.00257069 100 100 97 77 6 5 0 0 0.252604 1 100-aaaaa 
400 97 386 0.251295 0.00259067 100 100 97 43 2 2 5 0 0.255263 232 100-aaacy 
500 97 386 0.251295 0.00259067 100 100 97 60 12 10 3 0 0.255263 204 100-aaacs 
600 97 386 0.251295 0.00259067 100 100 97 49 3 3 3 0 0.256614 204 100-aaacs 
700 97 386 0.251295 0.00259067 100 100 97 41 1 1 3 0 0.257294 422 100-aaaez 
800 97 384 0.252604 0.00260417 100 100 97 28 0 0 5 0 0.258667 1042 100-aaalz 
900 97 388 0.25 0.00257732 100 100 97 27 4 4 2 0 0.259358 4475 100-aabog 
1000 97 386 0.251295 0.00259067 100 100 97 21 4 4 3 0 0.258667 422 100-aaaez 
1100 97 385 0.251948 0.0025974 100 100 97 18 0 0 4 0 0.259358 6157 100-aacbz 
1200 91 381 0.238845 0.00262467 100 100 91 22 1 1 4 0 0.260054 21608 100-aaghy 
1300 97 386 0.251295 0.00259067 100 100 97 24 0 0 6 0 0.260753 19966 100-aafvx 
1400 97 380 0.255263 0.00263158 100 100 97 17 0 0 16 0 0.260753 25256 100-aahdt 
1500 97 385 0.251948 0.0025974 100 100 97 17 0 0 9 0 0.262162 22982 100-aagrc 
1600 97 381 0.254593 0.00262467 100 100 97 18 1 1 11 0 0.322464 32072 100-aajgc 
1700 97 381 0.254593 0.00262467 100 100 97 19 1 1 11 0 0.322464 32072 100-aajgc 
1800 96 382 0.251309 0.0026178 100 100 96 22 0 0 14 0 0.322464 31975 100-aajlq 
1900 97 382 0.253927 0.0026178 100 100 97 16 0 0 12 0 0.322464 31480 100-aaizb 
2000 97 379 0.255937 0.00263852 100 100 97 22 1 1 11 0 0.323636 46933 100-aancj 
2100 97 383 0.253264 0.00261097 100 100 97 24 0 0 8 0 0.341549 48657 100-aannw 
2200 97 379 0.255937 0.00263852 100 100 97 24 1 1 11 0 0.510526 46933 100-aancj 
2300 194 380 0.510526 0.00263158 100 100 97 33 6 5 14 0 0.511873 61618 100-aarhc 
2400 194 380 0.510526 0.00263158 100 100 97 25 4 4 14 0 0.514589 61618 100-aarhc 
2500 384 376 1.02128 0.00265957 100 100 96 36 8 8 18 0 1.03191 70413 100-aathq 
2600 384 376 1.02128 0.00265957 100 100 96 47 7 5 18 0 1.04301 70413 100-aathq 
2700 384 375 1.024 0.00266667 100 100 96 35 5 5 19 0 1.05149 73125 100-aauag 
2800 384 375 1.024 0.00266667 100 100 96 37 0 0 22 0 2.07568 77229 100-aavax 
2900 384 375 1.024 0.00266667 100 100 96 51 0 0 19 0 2.09264 73125 100-aauag 
3000 768 370 2.07568 0.0027027 100 100 96 74 4 4 30 0 2.09836 84514 100-aawuk 
3100 768 370 2.07568 0.0027027 100 100 96 67 6 5 30 0 4.10929 84514 100-aawuk 
3200 768 370 2.07568 0.0027027 100 100 96 37 4 4 26 0 8.34783 89443 100-aaxuf 
3300 2848 361 7.8892 0.00277008 100 100 89 77 8 7 36 0 8.34783 96927 100-aazih 
3400 2848 361 7.8892 0.00277008 100 100 89 111 12 8 36 0 8.40223 96927 100-aazih 
3500 2848 361 7.8892 0.00277008 100 100 89 85 9 7 36 0 8.46797 96927 100-aazih 
3600 2848 361 7.8892 0.00277008 100 100 89 61 4 4 36 0 8.48087 96927 100-aazih 
3700 2720 357 7.61905 0.00280112 100 100 85 57 6 4 37 0 8.5097 102933 100-abaod 
3800 2944 364 8.08791 0.00274725 100 100 92 50 0 0 39 0 8.5097 105004 100-abaxr 
3900 2944 363 8.11019 0.00275482 100 100 92 38 3 3 40 0 8.5571 112417 100-abcfj 
4000 2848 355 8.02254 0.0028169 100 100 89 34 0 0 42 0 8.5571 104738 100-abawr 
4100 3040 362 8.39779 0.00276243 100 100 95 29 0 0 41 0 16.7033 114576 100-abcoy 
4200 6080 367 16.5668 0.0027248 100 100 95 38 7 4 46 0 16.7033 127659 100-abeps 
4300 6080 367 16.5668 0.0027248 100 100 95 56 7 6 49 0 16.7411 130935 100-abfdu 
4400 6080 367 16.5668 0.0027248 100 100 95 62 3 3 49 0 16.8791 130935 100-abfdu 
4500 6080 367 16.5668 0.0027248 100 100 95 50 4 3 49 0 16.8329 130935 100-abfdu 
4600 6208 371 16.7332 0.00269542 100 100 97 69 3 3 45 0 16.8791 139056 100-abgnl 
4700 6208 371 16.7332 0.00269542 100 100 97 74 6 4 45 0 16.9256 139056 100-abgnl 
4800 6208 371 16.7332 0.00269542 100 100 97 95 8 6 45 0 16.9256 139056 100-abgnl 
4900 6208 371 16.7332 0.00269542 100 100 97 69 5 5 46 0 17.0667 141050 100-abguq 
5000 6208 371 16.7332 0.00269542 100 100 97 56 4 3 46 0 17.0667 141050 100-abguq 
