# Generic Statistics Data
# Fri Jun 24 15:50:09 2011
#  1: update
#  2: average inferiority (energy)
#  3: ave probability of any mutations in genome
#  4: probability of any mutations in dom genome
#  5: log(average fidelity)
#  6: log(dominant fidelity)
#  7: change in number of genotypes
#  8: genotypic entropy
#  9: species entropy
# 10: depth of most reacent coalescence
# 11: Total number of resamplings this generation
# 12: Total number of organisms that failed to resample this generation

0 0 0.175335 0.175335 0.192778 0.192778 1 0 0 0 0 0 
100 0.000499529 0.175335 0.175335 0.192778 0.192778 0 2.50754 0 0 0 0 
200 0.0019871 0.175335 0.175335 0.192778 0.192778 -2 4.18072 0 1 0 0 
300 0.000174369 0.175335 0.175335 0.192778 0.192778 8 5.16016 0 1 0 0 
400 0.00491234 0.175335 0.175335 0.192778 0.192778 3 5.96837 0 1 0 0 
500 -0.00431211 0.175335 0.175335 0.192778 0.192778 16 6.53961 0 1 0 0 
600 0.665684 0.175335 0.175335 0.192778 0.192778 5 6.77132 0 1 0 0 
700 1.19255 0.175335 0.175335 0.192778 0.192778 -4 6.85076 0 1 0 0 
800 0.832477 0.175335 0.175335 0.192778 0.192778 6 6.77232 0 1 0 0 
900 0.482453 0.175335 0.175335 0.192778 0.192778 -7 6.78657 0 1 0 0 
1000 0.0661582 0.175335 0.175335 0.192778 0.192778 4 6.63621 0 1 0 0 
1100 0.527922 0.175335 0.175335 0.192778 0.192778 5 6.55122 0 1 0 0 
1200 0.316728 0.175335 0.175335 0.192778 0.192778 5 6.56858 0 1 0 0 
1300 0.829563 0.175335 0.175335 0.192778 0.192778 4 6.54081 0 1 0 0 
1400 0.724967 0.175335 0.175335 0.192778 0.192778 11 6.44041 0 1 0 0 
1500 0.597127 0.175335 0.175335 0.192778 0.192778 2 6.51661 0 1 0 0 
1600 0.472079 0.175335 0.175335 0.192778 0.192778 5 6.39386 0 1 0 0 
1700 0.382568 0.175335 0.175335 0.192778 0.192778 7 6.4365 0 7 0 0 
1800 0.28924 0.175335 0.175335 0.192778 0.192778 7 6.37458 0 9 0 0 
1900 0.194253 0.175335 0.175335 0.192778 0.192778 -15 6.26264 0 9 0 0 
2000 0.130754 0.175335 0.175335 0.192778 0.192778 -1 6.29096 0 9 0 0 
2100 0.0941012 0.175335 0.175335 0.192778 0.192778 0 6.34477 0 9 0 0 
2200 0.0815119 0.175335 0.175335 0.192778 0.192778 -2 6.32501 0 9 0 0 
2300 0.0809236 0.175335 0.175335 0.192778 0.192778 10 6.4352 0 9 0 0 
2400 0.0649101 0.175335 0.175335 0.192778 0.192778 -21 6.46465 0 9 0 0 
2500 0.0955799 0.175335 0.175335 0.192778 0.192778 -2 6.51791 0 9 0 0 
2600 0.0642137 0.175335 0.175335 0.192778 0.192778 3 6.51062 0 9 0 0 
2700 0.0228651 0.175335 0.175335 0.192778 0.192778 3 6.57797 0 9 0 0 
2800 1.2252 0.175335 0.175335 0.192778 0.192778 2 6.53684 0 9 0 0 
2900 0.833722 0.175335 0.175335 0.192778 0.192778 2 6.42987 0 9 0 0 
3000 1.07294 0.175335 0.175335 0.192778 0.192778 2 6.28532 0 9 0 0 
3100 0.664569 0.175335 0.175335 0.192778 0.192778 14 6.27671 0 9 0 0 
3200 0.430373 0.175335 0.175335 0.192778 0.192778 6 6.20827 0 9 0 0 
3300 -0.580893 0.175335 0.175335 0.192778 0.192778 -1 6.13059 0 9 0 0 
3400 0.672879 0.175335 0.175335 0.192778 0.192778 11 6.00803 0 9 0 0 
3500 0.350024 0.175335 0.175335 0.192778 0.192778 -23 5.97028 0 9 0 0 
3600 0.186781 0.175335 0.175335 0.192778 0.192778 13 6.12319 0 9 0 0 
3700 0.116688 0.175335 0.175335 0.192778 0.192778 -22 6.16172 0 9 0 0 
3800 0.10029 0.175335 0.175335 0.192778 0.192778 2 6.26941 0 23 0 0 
3900 0.088125 0.175335 0.175335 0.192778 0.192778 -2 6.29691 0 23 0 0 
4000 0.0951692 0.175335 0.175335 0.192778 0.192778 7 6.40853 0 27 0 0 
4100 0.0838411 0.175335 0.175335 0.192778 0.192778 -1 6.37689 0 27 0 0 
4200 0.0808606 0.175335 0.175335 0.192778 0.192778 10 6.35868 0 27 0 0 
4300 0.0855951 0.175335 0.175335 0.192778 0.192778 -6 6.41268 0 27 0 0 
4400 0.0940906 0.175335 0.175335 0.192778 0.192778 -2 6.47455 0 27 0 0 
4500 0.0784656 0.175335 0.175335 0.192778 0.192778 -6 6.50487 0 27 0 0 
4600 0.0974037 0.175335 0.175335 0.192778 0.192778 -4 6.41833 0 27 0 0 
4700 0.0928072 0.175335 0.175335 0.192778 0.192778 -1 6.33693 0 27 0 0 
4800 0.0806237 0.175335 0.175335 0.192778 0.192778 -3 6.34412 0 27 0 0 
4900 0.0908347 0.175335 0.175335 0.192778 0.192778 6 6.41811 0 27 0 0 
5000 0.0765628 0.175335 0.175335 0.192778 0.192778 -9 6.45411 0 27 0 0 
