# Generic Statistics Data
# Fri Jun 24 15:22:14 2011
#  1: update
#  2: average inferiority (energy)
#  3: ave probability of any mutations in genome
#  4: probability of any mutations in dom genome
#  5: log(average fidelity)
#  6: log(dominant fidelity)
#  7: change in number of genotypes
#  8: genotypic entropy
#  9: species entropy
# 10: depth of most reacent coalescence
# 11: Total number of resamplings this generation
# 12: Total number of organisms that failed to resample this generation

0 0 0.175335 0.175335 0.192778 0.192778 1 0 0 0 0 0 
100 -0.0037108 0.175335 0.175335 0.192778 0.192778 0 2.34801 0 0 0 0 
200 0.00341075 0.175335 0.175335 0.192778 0.192778 1 3.8373 0 1 0 0 
300 0.00177058 0.175335 0.175335 0.192778 0.192778 0 4.82837 0 0 0 0 
400 0.00785326 0.175335 0.175335 0.192778 0.192778 0 5.86535 0 1 0 0 
500 0.00393637 0.175335 0.175335 0.192778 0.192778 8 6.41769 0 1 0 0 
600 0.00770929 0.175335 0.175335 0.192778 0.192778 0 6.7022 0 1 0 0 
700 0.000767179 0.175335 0.175335 0.192778 0.192778 17 6.77572 0 1 0 0 
800 0.000794203 0.175335 0.175335 0.192778 0.192778 14 6.83511 0 1 0 0 
900 0.00730035 0.175335 0.175335 0.192778 0.192778 0 6.71711 0 1 0 0 
1000 0.00608618 0.175335 0.175335 0.192778 0.192778 -17 6.77685 0 1 0 0 
1100 0.0156911 0.175335 0.175335 0.192778 0.192778 14 6.78013 0 1 0 0 
1200 0.0144366 0.175335 0.175335 0.192778 0.192778 -4 6.70044 0 1 0 0 
1300 0.0166549 0.175335 0.175335 0.192778 0.192778 3 6.5849 0 1 0 0 
1400 0.0173847 0.175335 0.175335 0.192778 0.192778 9 6.57541 0 2 0 0 
1500 0.0119473 0.175335 0.175335 0.192778 0.192778 -18 6.30106 0 2 0 0 
1600 0.00409246 0.175335 0.175335 0.192778 0.192778 -7 6.13494 0 2 0 0 
1700 -0.0343262 0.175335 0.175335 0.192778 0.192778 9 6.02506 0 2 0 0 
1800 -0.0972355 0.175335 0.175335 0.192778 0.192778 1 5.51474 0 2 0 0 
1900 -0.156462 0.175335 0.175335 0.192778 0.192778 -6 5.1069 0 2 0 0 
2000 0.427143 0.175335 0.175335 0.192778 0.192778 -3 4.34295 0 2 0 0 
2100 0.311545 0.175335 0.175335 0.192778 0.192778 -11 3.58208 0 2 0 0 
2200 0.176376 0.175335 0.175335 0.192778 0.192778 1 2.35833 0 2 0 0 
2300 0.104749 0.175335 0.175335 0.192778 0.192778 -2 1.66912 0 2 0 0 
2400 0.0508398 0.175335 0.175335 0.192778 0.192778 2 1.25736 0 2 0 0 
2500 0.0242752 0.175335 0.175335 0.192778 0.192778 -2 0.920596 0 10 0 0 
2600 0.0178163 0.175335 0.175335 0.192778 0.192778 3 1.127 0 10 0 0 
2700 0.0062421 0.175335 0.175335 0.192778 0.192778 -5 0.888447 0 10 0 0 
2800 0.00139631 0.175335 0.175335 0.192778 0.192778 -2 0.718541 0 11 0 0 
2900 0.00041611 0.175335 0.175335 0.192778 0.192778 7 0.73842 0 11 0 0 
3000 0.00120841 0.175335 0.175335 0.192778 0.192778 -3 0.81602 0 11 0 0 
3100 0.00077555 0.175335 0.175335 0.192778 0.192778 7 0.758379 0 11 0 0 
3200 0.00019121 0.175335 0.175335 0.192778 0.192778 4 0.806741 0 11 0 0 
3300 0.000987005 0.175335 0.175335 0.192778 0.192778 7 0.752594 0 11 0 0 
3400 0.000998855 0.175335 0.175335 0.192778 0.192778 12 0.733935 0 11 0 0 
3500 0.00133713 0.175335 0.175335 0.192778 0.192778 18 0.659092 0 11 0 0 
3600 0.000963525 0.175335 0.175335 0.192778 0.192778 4 0.663424 0 11 0 0 
3700 0.00057274 0.175335 0.175335 0.192778 0.192778 1 0.532825 0 11 0 0 
3800 0.0017953 0.175335 0.175335 0.192778 0.192778 -8 0.540942 0 11 0 0 
3900 0.000630475 0.175335 0.175335 0.192778 0.192778 7 0.600483 0 11 0 0 
4000 0.000757771 0.175335 0.175335 0.192778 0.192778 9 0.64957 0 11 0 0 
4100 0.000971762 0.175335 0.175335 0.192778 0.192778 3 0.533387 0 11 0 0 
4200 0.000173062 0.175335 0.175335 0.192778 0.192778 -10 0.531625 0 11 0 0 
4300 0.00114218 0.175335 0.175335 0.192778 0.192778 0 0.487338 0 11 0 0 
4400 0.0016232 0.175335 0.175335 0.192778 0.192778 0 0.571355 0 11 0 0 
4500 0.000990854 0.175335 0.175335 0.192778 0.192778 -8 0.426211 0 11 0 0 
4600 0.000805451 0.175335 0.175335 0.192778 0.192778 -7 0.361623 0 11 0 0 
4700 0.000818123 0.175335 0.175335 0.192778 0.192778 11 0.497885 0 11 0 0 
4800 0.000915928 0.175335 0.175335 0.192778 0.192778 5 0.457811 0 11 0 0 
4900 0.000193283 0.175335 0.175335 0.192778 0.192778 7 0.386568 0 11 0 0 
5000 0.000391224 0.175335 0.175335 0.192778 0.192778 4 0.458549 0 11 0 0 
